Startup Name,Amount_Cleaned,Sector_Standardized,City,State_Standardized,Investors' Name,Date_Parsed,Year
Cure.fit,₹115.16 Cr,Mobility,Pune,Maharashtra,"SAIF Partners, Accel India",2014-11-02,2014
Verloop.io,₹437.13 Cr,Fintech,Pune,Maharashtra,Steadview Capital,2021-03-02,2021
Ditto Insurance,₹201.25 Cr,Logistics,Visakhapatnam,Andhra Pradesh,Sequoia Capital India,2024-05-26,2024
Wow Skin Science,₹13.79 Cr,E-Commerce,Gurgaon,Haryana,Saama Capital,2025-02-05,2025
Zepto,₹20.52 Cr,E-Commerce,Nagpur,Maharashtra,Sequoia Capital India,2022-03-04,2022
Revv,₹202.39 Cr,Fintech,Kochi,Kerala,Blume Ventures,2018-02-25,2018
Milkbasket,₹22.49 Cr,E-Commerce,Hyderabad,Telangana,Chiratae Ventures,2024-11-15,2024
KissanKraft,₹2.21 Cr,Gaming,Bangalore,Karnataka,Fireside Ventures,2022-03-08,2022
Jupiter,₹9.31 Cr,Foodtech,Delhi,Delhi,Mumbai Angels,2023-02-24,2023
Digit Insurance,₹41.66 Cr,Healthtech,Delhi,Delhi,Peak XV Partners,2019-09-03,2019
Lenskart,₹12.19 Cr,E-Commerce,Mysore,Karnataka,Sequoia Capital India,2012-03-17,2012
Josh,₹43.27 Cr,Fintech,Nagpur,Maharashtra,Accel India,2023-05-03,2023
FreshToHome,₹107.20 Cr,Fintech,Kolkata,West Bengal,"Matrix Partners India, Kalaari Capital",2024-03-07,2024
Waycool Foods,₹6.83 Cr,Foodtech,Hyderabad,Telangana,Lightspeed India,2024-02-02,2024
Shopclues,₹39.90 Cr,SaaS,Chennai,Tamil Nadu,Falguni Nayar,2016-10-29,2016
FirstCry,₹10.86 Cr,SaaS,Jaipur,Rajasthan,Saama Capital,2015-04-24,2015
Digit Insurance,₹12.10 Cr,Healthtech,Gurgaon,Haryana,Bhavish Aggarwal,2021-09-15,2021
FamPay,₹10.48 Cr,Fintech,Jaipur,Rajasthan,Bhavish Aggarwal,2021-02-27,2021
Bounce,₹12.54 Cr,Foodtech,Delhi,Delhi,Elevation Capital,2016-04-02,2016
ET Money,₹83.25 Cr,Agritech,Jaipur,Rajasthan,Fireside Ventures,2024-02-11,2024
Zomato,₹1359.93 Cr,E-Commerce,Gurgaon,Haryana,"Saama Capital, ChrysCapital, Sequoia Capital, Coatue Management",2014-07-25,2014
mCaffeine,₹57.25 Cr,Healthtech,Bangalore,Karnataka,Sachin Bansal,2023-10-14,2023
Drivezy,₹10.16 Cr,Social Media,Bangalore,Karnataka,Deepinder Goyal,2019-09-24,2019
Ninjacart,₹459.98 Cr,Mobility,Mumbai,Maharashtra,"Kalaari Capital, Fireside Ventures, Nexus Venture Partners",2023-08-20,2023
Verloop.io,₹19.97 Cr,Fintech,Delhi,Delhi,Kunal Shah,2016-01-27,2016
KissanKraft,₹3.18 Cr,Gaming,Delhi,Delhi,Peak XV Partners,2022-11-12,2022
Grofers,₹26.03 Cr,E-Commerce,Bangalore,Karnataka,Sachin Bansal,2017-06-25,2017
MyGlamm,₹26.99 Cr,E-Commerce,Hyderabad,Telangana,Kalaari Capital,2023-07-13,2023
Rapido,₹97.76 Cr,E-Commerce,Chennai,Tamil Nadu,"Sequoia Capital India, Falguni Nayar",2017-10-15,2017
BlackBuck,₹49.77 Cr,Foodtech,Delhi,Delhi,Vijay Shekhar Sharma,2018-08-26,2018
UrbanClap,₹4.08 Cr,E-Commerce,Hyderabad,Telangana,Chiratae Ventures,2015-03-12,2015
Vogo,₹122.54 Cr,Edtech,Chennai,Tamil Nadu,"Ritesh Agarwal, Vijay Shekhar Sharma",2017-07-01,2017
CarDekho,₹61.87 Cr,E-Commerce,Gurgaon,Haryana,Mumbai Angels,2013-03-26,2013
CropIn,₹119.98 Cr,Agritech,Jaipur,Rajasthan,Vijay Shekhar Sharma,2025-10-09,2025
CRED,₹779.95 Cr,Foodtech,Kolkata,West Bengal,"General Atlantic, Andreessen Horowitz",2018-03-17,2018
Acko,₹25.46 Cr,E-Commerce,Bangalore,Karnataka,Lightspeed India,2016-07-13,2016
Tractor Junction,₹128.86 Cr,Logistics,Gurgaon,Haryana,"Kunal Shah, Mumbai Angels",2025-06-17,2025
Zepto,₹15.80 Cr,E-Commerce,Kochi,Kerala,Falguni Nayar,2022-04-21,2022
Blue Smart,₹10.82 Cr,Fintech,Chennai,Tamil Nadu,Kunal Shah,2025-03-30,2025
MPL,₹20.97 Cr,Healthtech,Chandigarh,Chandigarh,Matrix Partners India,2016-09-10,2016
Roposo,₹14.62 Cr,E-Commerce,Mumbai,Maharashtra,SAIF Partners,2019-02-06,2019
ONDC,₹257.69 Cr,SaaS,Mysore,Karnataka,Peak XV Partners,2025-12-01,2025
Myntra,₹4.53 Cr,E-Commerce,Delhi,Delhi,Falguni Nayar,2012-04-11,2012
Zoomcar,₹11.76 Cr,Agritech,Bangalore,Karnataka,Mumbai Angels,2016-03-04,2016
CommonFloor,₹339.41 Cr,E-Commerce,Coimbatore,Tamil Nadu,"Alibaba, SAIF Partners, Lightspeed Venture Partners",2014-03-06,2014
BlackBuck,₹47.29 Cr,Foodtech,Gurgaon,Haryana,Kunal Shah,2015-09-19,2015
OkCredit,₹74.58 Cr,E-Commerce,Mysore,Karnataka,Sequoia Capital India,2022-12-24,2022
Spinny,₹40.49 Cr,SaaS,Gurgaon,Haryana,Indian Angel Network,2019-03-03,2019
Rivigo,₹101.07 Cr,Foodtech,Gurgaon,Haryana,Falguni Nayar,2015-09-17,2015
CredAvenue,₹5.95 Cr,Mobility,Mumbai,Maharashtra,Fireside Ventures,2023-04-02,2023
MPL,₹237.13 Cr,Healthtech,Chennai,Tamil Nadu,"Nexus Venture Partners, Accel India",2020-09-19,2020
Ather Energy,₹496.25 Cr,E-Commerce,Pune,Maharashtra,Times Internet,2015-07-24,2015
Simplilearn,₹839.32 Cr,Fintech,Delhi,Delhi,"Tiger Global, Accel Partners, Peak XV Partners, Matrix Partners India",2016-05-14,2016
mCaffeine,₹7.81 Cr,Healthtech,Delhi,Delhi,Sequoia Capital India,2022-02-22,2022
Moj,₹102.19 Cr,Edtech,Chennai,Tamil Nadu,Peak XV Partners,2021-12-06,2021
OkCredit,₹2088.49 Cr,E-Commerce,Chennai,Tamil Nadu,"Sequoia Capital, TPG Capital",2024-04-02,2024
Toppr,₹379.61 Cr,E-Commerce,Pune,Maharashtra,"Tencent, Fireside Ventures, Reliance Ventures",2016-07-13,2016
FamPay,₹131.40 Cr,Fintech,Hyderabad,Telangana,Sequoia Capital India,2022-10-31,2022
SimplyNadu,₹327.77 Cr,SaaS,Hyderabad,Telangana,"Nexus Venture Partners, Infosys Innovation Fund",2024-08-19,2024
Shadowfax,₹6.16 Cr,SaaS,Chandigarh,Chandigarh,Blume Ventures,2016-06-15,2016
DailyHunt,₹78.80 Cr,Fintech,Delhi,Delhi,Kalaari Capital,2021-06-19,2021
Udaan,₹875.54 Cr,Fintech,Coimbatore,Tamil Nadu,"ICICI Venture, Tiger Global, Alibaba, ChrysCapital",2016-06-30,2016
Moj,₹1100.75 Cr,Edtech,Bangalore,Karnataka,"ChrysCapital, Sequoia Capital, Accel Partners, Lightspeed Venture Partners",2023-06-22,2023
Zomato,₹160.32 Cr,E-Commerce,Pune,Maharashtra,"Andreessen Horowitz, Steadview Capital",2012-08-09,2012
CarTrade,₹479.09 Cr,E-Commerce,Pune,Maharashtra,Accel India,2015-11-20,2015
Zetwerk,₹54.38 Cr,Foodtech,Chennai,Tamil Nadu,Matrix Partners India,2021-07-03,2021
Moj,₹6.71 Cr,Edtech,Chennai,Tamil Nadu,Saama Capital,2023-08-21,2023
BYJU'S,₹8.27 Cr,Foodtech,Mumbai,Maharashtra,Matrix Partners India,2017-04-11,2017
PolicyBazaar,₹27.75 Cr,E-Commerce,Pune,Maharashtra,Fireside Ventures,2014-02-19,2014
FamPay,₹12.34 Cr,Fintech,Delhi,Delhi,Indian Angel Network,2019-11-10,2019
OkCredit,₹27.12 Cr,E-Commerce,Hyderabad,Telangana,Sequoia Capital India,2019-06-16,2019
FabHotels,₹501.15 Cr,SaaS,Jaipur,Rajasthan,"Nexus Venture Partners, Fireside Ventures, SAIF Partners",2021-01-12,2021
FamPay,₹106.39 Cr,Fintech,Jaipur,Rajasthan,Chiratae Ventures,2020-07-31,2020
Flipkart Quick,₹53.15 Cr,SaaS,Thiruvananthapuram,Kerala,Kalaari Capital,2024-08-18,2024
BYJU'S,₹61.03 Cr,Foodtech,Mumbai,Maharashtra,Saama Capital,2014-03-04,2014
Vogo,₹12.16 Cr,Edtech,Pune,Maharashtra,Falguni Nayar,2016-09-28,2016
EarlySalary,₹4.52 Cr,Mobility,Ahmedabad,Gujarat,Deepinder Goyal,2022-02-04,2022
Blinkit,₹250.60 Cr,Edtech,Vadodara,Gujarat,"General Atlantic, Qualcomm Ventures",2021-11-25,2021
CredAvenue,₹66.93 Cr,Mobility,Chennai,Tamil Nadu,Deepinder Goyal,2025-10-21,2025
Ditto Insurance,₹532.96 Cr,Logistics,Lucknow,Uttar Pradesh,"Nexus Venture Partners, Naspers",2025-01-17,2025
DealShare,₹5.38 Cr,Foodtech,Gurgaon,Haryana,Fireside Ventures,2019-12-11,2019
SimplyNadu,₹130.04 Cr,SaaS,Chandigarh,Chandigarh,Mumbai Angels,2021-01-01,2021
Bounce,₹3.14 Cr,Foodtech,Kolkata,West Bengal,Bhavish Aggarwal,2018-10-05,2018
Yulu,₹12.53 Cr,Mobility,Delhi,Delhi,Vijay Shekhar Sharma,2019-09-01,2019
Captain Fresh,₹93.45 Cr,Mobility,Chennai,Tamil Nadu,Ratan Tata,2024-08-22,2024
Jumbotail,₹247.80 Cr,SaaS,Delhi,Delhi,"Sequoia Capital India, Naspers",2023-04-01,2023
ONDC,₹2.01 Cr,SaaS,Gurgaon,Haryana,Vijay Shekhar Sharma,2022-06-10,2022
Zostel,₹32.64 Cr,Fintech,Bangalore,Karnataka,Falguni Nayar,2021-08-24,2021
Blue Smart,₹289.65 Cr,Fintech,Kolkata,West Bengal,Sequoia Capital India,2025-06-19,2025
OfBusiness,₹465.78 Cr,E-Commerce,Delhi,Delhi,"Tiger Global, Saama Capital",2018-04-17,2018
OYO Rooms,₹547.29 Cr,E-Commerce,Chennai,Tamil Nadu,"Steadview Capital, Chiratae Ventures, Wipro Ventures",2020-04-08,2020
Jumbotail,₹79.86 Cr,SaaS,Gurgaon,Haryana,"Matrix Partners India, Sequoia Capital India",2021-09-24,2021
Arya.ag,₹62.76 Cr,Logistics,Chennai,Tamil Nadu,Indian Angel Network,2025-10-05,2025
Pepperfry,₹19.95 Cr,E-Commerce,Thiruvananthapuram,Kerala,Fireside Ventures,2017-12-18,2017
Go Digit,₹73.56 Cr,Social Media,Pune,Maharashtra,Binny Bansal,2017-09-03,2017
OfBusiness,₹18.68 Cr,E-Commerce,Bangalore,Karnataka,Mumbai Angels,2019-11-16,2019
Noise,₹34.68 Cr,E-Commerce,Delhi,Delhi,Blume Ventures,2023-02-01,2023
Upstox,₹29.09 Cr,Fintech,Vadodara,Gujarat,Accel India,2018-12-21,2018
MoneyView,₹68.93 Cr,E-Commerce,Hyderabad,Telangana,Kunal Shah,2024-06-11,2024
Amazon Fresh,₹74.10 Cr,Gaming,Kolkata,West Bengal,Blume Ventures,2020-08-18,2020
Blinkit,₹369.60 Cr,Edtech,Chandigarh,Chandigarh,Matrix Partners India,2022-05-10,2022
Jar,₹108.87 Cr,Healthtech,Kolkata,West Bengal,Bhavish Aggarwal,2020-05-20,2020
Swiggy,₹944.78 Cr,Foodtech,Bangalore,Karnataka,"Sequoia Capital, Naspers, General Atlantic",2018-11-20,2018
Vegrow,₹7.71 Cr,Gaming,Mumbai,Maharashtra,Mumbai Angels,2024-04-10,2024
Scripbox,₹149.05 Cr,Logistics,Hyderabad,Telangana,Chiratae Ventures,2024-09-13,2024
CredAvenue,₹6.76 Cr,Mobility,Ahmedabad,Gujarat,Accel India,2023-11-13,2023
Plum Insurance,₹329.18 Cr,Foodtech,Coimbatore,Tamil Nadu,Accel Partners,2025-10-05,2025
Zepto,₹11.41 Cr,E-Commerce,Mumbai,Maharashtra,Chiratae Ventures,2019-11-06,2019
Toppr,₹7.49 Cr,E-Commerce,Chennai,Tamil Nadu,Saama Capital,2014-04-06,2014
FreshToHome,₹240.72 Cr,Fintech,Mumbai,Maharashtra,Matrix Partners India,2024-05-15,2024
Sugar Cosmetics,₹27.85 Cr,Healthtech,Kolkata,West Bengal,Bhavish Aggarwal,2022-11-07,2022
Yellow Messenger,₹8.69 Cr,Healthtech,Chennai,Tamil Nadu,Accel India,2021-02-09,2021
Slice,₹5.92 Cr,SaaS,Bangalore,Karnataka,SAIF Partners,2020-06-17,2020
Simple Energy,₹2.96 Cr,Fintech,Bangalore,Karnataka,Saama Capital,2022-08-19,2022
Bounce,₹360.03 Cr,Foodtech,Pune,Maharashtra,"TCS Ventures, Sequoia Capital, Matrix Partners India",2019-05-15,2019
Captain Fresh,₹8.68 Cr,Mobility,Pune,Maharashtra,Sequoia Capital India,2024-05-02,2024
FirstCry,₹326.08 Cr,SaaS,Delhi,Delhi,"Steadview Capital, Lightspeed Venture Partners",2017-08-07,2017
ClearTrip,₹15.69 Cr,E-Commerce,Pune,Maharashtra,Blume Ventures,2011-09-21,2011
Zetwerk,₹103.78 Cr,Foodtech,Delhi,Delhi,"Matrix Partners India, Saama Capital",2021-07-29,2021
Ditto Insurance,₹19.81 Cr,Logistics,Bangalore,Karnataka,Matrix Partners India,2022-08-13,2022
FabHotels,₹189.03 Cr,SaaS,Chennai,Tamil Nadu,"Reliance Ventures, SAIF Partners",2018-11-28,2018
HealthifyMe,₹35.70 Cr,E-Commerce,Jaipur,Rajasthan,Matrix Partners India,2016-04-11,2016
Treebo,₹117.84 Cr,Logistics,Delhi,Delhi,"Saama Capital, Nexus Venture Partners",2017-06-03,2017
Zappfresh,₹735.00 Cr,Gaming,Mumbai,Maharashtra,"Nexus Venture Partners, Sequoia Capital",2021-05-14,2021
BharatPe,₹101.95 Cr,Healthtech,Kolkata,West Bengal,"Kalaari Capital, Saama Capital",2023-11-15,2023
FreshToHome,₹7.80 Cr,Fintech,Mumbai,Maharashtra,Indian Angel Network,2019-01-01,2019
Haptik,₹171.86 Cr,Mobility,Kochi,Kerala,"Times Internet, Elevation Capital",2018-09-02,2018
Blue Smart,₹97.31 Cr,Fintech,Mumbai,Maharashtra,Vijay Shekhar Sharma,2023-02-13,2023
Zepto,₹28.17 Cr,E-Commerce,Delhi,Delhi,Matrix Partners India,2019-12-07,2019
AgroStar,₹7.34 Cr,Foodtech,Hyderabad,Telangana,Sachin Bansal,2017-12-15,2017
WayCool,₹4.90 Cr,Mobility,Gurgaon,Haryana,Bhavish Aggarwal,2013-10-01,2013
Arya.ag,₹92.35 Cr,Logistics,Gurgaon,Haryana,"Vijay Shekhar Sharma, Nexus Venture Partners",2023-11-06,2023
Mamaearth,₹4.24 Cr,Edtech,Jaipur,Rajasthan,Lightspeed India,2022-08-07,2022
Rapido,₹29.64 Cr,E-Commerce,Delhi,Delhi,Elevation Capital,2020-02-09,2020
INDmoney,₹82.92 Cr,Fintech,Hyderabad,Telangana,Elevation Capital,2024-09-05,2024
Purplle,₹4.69 Cr,Foodtech,Chennai,Tamil Nadu,Elevation Capital,2022-10-12,2022
FabHotels,₹9.01 Cr,SaaS,Gurgaon,Haryana,Vijay Shekhar Sharma,2019-10-31,2019
BookMyShow,₹166.27 Cr,E-Commerce,Pune,Maharashtra,"Lightspeed Venture Partners, SAIF Partners",2013-07-09,2013
NinjaCart,₹128.15 Cr,E-Commerce,Hyderabad,Telangana,Accel India,2017-07-19,2017
Haptik,₹2205.00 Cr,Mobility,Thiruvananthapuram,Kerala,"Matrix Partners India, Warburg Pincus",2021-05-02,2021
The Ken,₹639.13 Cr,E-Commerce,Bangalore,Karnataka,"Sequoia Capital, Andreessen Horowitz, Flipkart Ventures",2023-11-22,2023
CarWale,₹317.19 Cr,SaaS,Chennai,Tamil Nadu,"Coatue Management, Saama Capital",2018-12-09,2018
Shiprocket,₹6.27 Cr,Foodtech,Gurgaon,Haryana,Matrix Partners India,2016-11-08,2016
Go Digit,₹185.59 Cr,Social Media,Vadodara,Gujarat,Sequoia Capital India,2019-08-04,2019
Shadowfax,₹41.96 Cr,SaaS,Pune,Maharashtra,Chiratae Ventures,2017-04-27,2017
ONDC,₹2.87 Cr,SaaS,Bangalore,Karnataka,Saama Capital,2022-02-11,2022
Infra.Market,₹457.69 Cr,E-Commerce,Bhubaneswar,Odisha,"Sequoia Capital India, Chiratae Ventures, Amazon Ventures",2019-06-07,2019
MyGlamm,₹127.15 Cr,E-Commerce,Nagpur,Maharashtra,Indian Angel Network,2025-11-24,2025
DeHaat,₹424.76 Cr,E-Commerce,Jaipur,Rajasthan,"Naspers, Chiratae Ventures",2016-05-17,2016
Groww,₹77.53 Cr,Fintech,Lucknow,Uttar Pradesh,Nexus Venture Partners,2016-12-22,2016
The Ken,₹313.13 Cr,E-Commerce,Chennai,Tamil Nadu,"Lightspeed India, Tiger Global",2024-05-08,2024
INDmoney,₹60.85 Cr,Fintech,Bangalore,Karnataka,Blume Ventures,2023-04-16,2023
Cure.fit,₹85.13 Cr,Mobility,Visakhapatnam,Andhra Pradesh,"SAIF Partners, Deepinder Goyal",2017-10-22,2017
BharatPe,₹33.37 Cr,Healthtech,Kolkata,West Bengal,Ritesh Agarwal,2021-08-23,2021
M2P Fintech,₹16.89 Cr,Fintech,Ahmedabad,Gujarat,Lightspeed India,2024-05-13,2024
Haptik,₹453.05 Cr,Mobility,Kolkata,West Bengal,"Aditya Birla Ventures, Tencent, Amazon Ventures",2021-04-16,2021
Dunzo Daily,₹64.93 Cr,SaaS,Ahmedabad,Gujarat,Lightspeed India,2022-04-03,2022
Chingari,₹22.47 Cr,Healthtech,Gurgaon,Haryana,Elevation Capital,2020-06-03,2020
OkCredit,₹172.19 Cr,E-Commerce,Coimbatore,Tamil Nadu,Kalaari Capital,2021-02-08,2021
Meru Cabs,₹10.35 Cr,E-Commerce,Bangalore,Karnataka,Nexus Venture Partners,2013-06-21,2013
CarWale,₹7.44 Cr,SaaS,Bhubaneswar,Odisha,Deepinder Goyal,2021-12-18,2021
GoIbibo,₹12.79 Cr,E-Commerce,Hyderabad,Telangana,Chiratae Ventures,2011-05-21,2011
Grofers,₹8.32 Cr,E-Commerce,Pune,Maharashtra,Peak XV Partners,2013-04-08,2013
Freecharge,₹283.84 Cr,E-Commerce,Gurgaon,Haryana,"SoftBank Vision Fund, Steadview Capital",2014-08-14,2014
Digit Insurance,₹15.11 Cr,Healthtech,Bangalore,Karnataka,Accel India,2016-11-18,2016
Vedantu,₹822.47 Cr,E-Commerce,Delhi,Delhi,"Elevation Capital, Tiger Global, SoftBank Vision Fund",2016-07-26,2016
CommonFloor,₹473.76 Cr,E-Commerce,Hyderabad,Telangana,Wipro Ventures,2015-02-27,2015
Naukri,₹388.32 Cr,E-Commerce,Mumbai,Maharashtra,Fireside Ventures,2012-05-07,2012
Delhivery,₹150.91 Cr,E-Commerce,Lucknow,Uttar Pradesh,Sequoia Capital,2018-10-04,2018
Acko,₹211.26 Cr,E-Commerce,Chandigarh,Chandigarh,"Peak XV Partners, Kalaari Capital",2019-08-27,2019
The HealthInsurance,₹249.93 Cr,Edtech,Bhubaneswar,Odisha,"Nexus Venture Partners, Peak XV Partners",2024-12-18,2024
Udaan,₹196.79 Cr,Fintech,Nagpur,Maharashtra,Saama Capital,2019-03-29,2019
Cars24,₹21.07 Cr,Fintech,Coimbatore,Tamil Nadu,Mumbai Angels,2021-10-21,2021
PolicyBazaar,₹541.84 Cr,E-Commerce,Mumbai,Maharashtra,Sequoia Capital,2015-03-01,2015
Glance,₹368.96 Cr,Logistics,Mumbai,Maharashtra,"General Atlantic, Saama Capital",2021-12-15,2021
Niyo,₹8.42 Cr,Fintech,Vadodara,Gujarat,Peak XV Partners,2021-01-11,2021
Jar,₹326.08 Cr,Healthtech,Kochi,Kerala,"Accel Partners, Blume Ventures",2022-09-03,2022
Housing.com,₹8.89 Cr,E-Commerce,Delhi,Delhi,Accel India,2014-07-13,2014
The HealthInsurance,₹90.87 Cr,Edtech,Bangalore,Karnataka,"Indian Angel Network, Falguni Nayar",2024-10-14,2024
Haptik,₹193.64 Cr,Mobility,Bangalore,Karnataka,"Tiger Global, Nexus Venture Partners",2018-10-07,2018
Pepperfry,₹19.14 Cr,E-Commerce,Bangalore,Karnataka,Elevation Capital,2014-01-01,2014
Fire-Boltt,₹11.22 Cr,Foodtech,Chandigarh,Chandigarh,Bhavish Aggarwal,2022-09-18,2022
FamPay,₹16.53 Cr,Fintech,Surat,Gujarat,Kalaari Capital,2019-05-25,2019
Ola Electric,₹9.21 Cr,Foodtech,Indore,Madhya Pradesh,Ratan Tata,2022-11-09,2022
Myntra,₹17.68 Cr,E-Commerce,Gurgaon,Haryana,Accel India,2010-01-20,2010
BlackBuck,₹1055.03 Cr,Foodtech,Gurgaon,Haryana,"Carlyle Group, Steadview Capital, Alibaba, Tiger Global",2018-05-14,2018
BigBasket,₹69.85 Cr,E-Commerce,Indore,Madhya Pradesh,"Ritesh Agarwal, SAIF Partners",2017-11-25,2017
INDmoney,₹26.50 Cr,Fintech,Coimbatore,Tamil Nadu,Bhavish Aggarwal,2025-05-16,2025
Roposo,₹316.17 Cr,E-Commerce,Bangalore,Karnataka,"Accel Partners, Lightspeed India",2024-04-25,2024
Swiggy,₹13.81 Cr,Foodtech,Hyderabad,Telangana,Binny Bansal,2017-06-03,2017
Zoomcar,₹89.62 Cr,Agritech,Delhi,Delhi,"Lightspeed India, Deepinder Goyal",2021-10-30,2021
ET Money,₹16.15 Cr,Agritech,Bangalore,Karnataka,Binny Bansal,2023-07-13,2023
CarDekho,₹21.11 Cr,E-Commerce,Pune,Maharashtra,Nexus Venture Partners,2011-02-12,2011
Dunzo Daily,₹25.35 Cr,SaaS,Visakhapatnam,Andhra Pradesh,Ritesh Agarwal,2023-08-29,2023
FamPay,₹14.74 Cr,Fintech,Jaipur,Rajasthan,Deepinder Goyal,2021-03-20,2021
WayCool,₹16.77 Cr,Mobility,Bangalore,Karnataka,Elevation Capital,2016-03-04,2016
Arya.ag,₹318.86 Cr,Logistics,Mysore,Karnataka,Peak XV Partners,2025-08-11,2025
Zebronics,₹6.57 Cr,E-Commerce,Mumbai,Maharashtra,Binny Bansal,2022-01-29,2022
Atomberg,₹10.08 Cr,SaaS,Chennai,Tamil Nadu,Lightspeed India,2024-02-18,2024
Fire-Boltt,₹74.68 Cr,Foodtech,Ahmedabad,Gujarat,Saama Capital,2025-07-10,2025
Drivezy,₹281.42 Cr,Social Media,Pune,Maharashtra,Sequoia Capital India,2021-03-10,2021
Vogo,₹227.62 Cr,Edtech,Gurgaon,Haryana,"Accel India, SAIF Partners",2020-11-19,2020
Digit Insurance,₹14.99 Cr,Healthtech,Gurgaon,Haryana,Lightspeed India,2017-04-07,2017
Ninjacart,₹20.47 Cr,Mobility,Chandigarh,Chandigarh,Sequoia Capital India,2024-04-11,2024
HealthifyMe,₹268.30 Cr,E-Commerce,Chennai,Tamil Nadu,"Naspers, Alibaba",2017-05-23,2017
CredFlow,₹7.88 Cr,E-Commerce,Chennai,Tamil Nadu,Blume Ventures,2025-05-01,2025
Simple Energy,₹54.58 Cr,Fintech,Pune,Maharashtra,Lightspeed India,2023-05-21,2023
Jupiter,₹43.86 Cr,Foodtech,Pune,Maharashtra,Blume Ventures,2024-03-16,2024
Licious,₹108.00 Cr,Logistics,Pune,Maharashtra,Vijay Shekhar Sharma,2020-11-30,2020
BharatPe,₹229.17 Cr,Healthtech,Delhi,Delhi,Kalaari Capital,2022-06-07,2022
Licious,₹318.29 Cr,Logistics,Jaipur,Rajasthan,Elevation Capital,2024-01-22,2024
Ula,₹118.50 Cr,SaaS,Hyderabad,Telangana,"Mumbai Angels, Chiratae Ventures",2022-03-17,2022
Infra.Market,₹379.74 Cr,E-Commerce,Bangalore,Karnataka,Sequoia Capital,2019-10-15,2019
Vogo,₹4.96 Cr,Edtech,Hyderabad,Telangana,Fireside Ventures,2019-10-24,2019
Toppr,₹13.39 Cr,E-Commerce,Chennai,Tamil Nadu,Ritesh Agarwal,2016-07-27,2016
Nykaa Fashion,₹60.91 Cr,SaaS,Chennai,Tamil Nadu,Saama Capital,2025-07-19,2025
Treebo,₹62.48 Cr,Logistics,Kolkata,West Bengal,Matrix Partners India,2020-06-02,2020
Go Digit,₹65.37 Cr,Social Media,Bangalore,Karnataka,Kalaari Capital,2019-08-02,2019
Moglix,₹14.42 Cr,Healthtech,Bhubaneswar,Odisha,Sachin Bansal,2019-05-02,2019
Open Network,₹4.04 Cr,Healthtech,Delhi,Delhi,Fireside Ventures,2022-06-03,2022
MPL,₹1027.85 Cr,Healthtech,Pune,Maharashtra,"Nexus Venture Partners, Kedaara Capital, Tencent",2020-02-27,2020
Naukri,₹392.27 Cr,E-Commerce,Pune,Maharashtra,"Times Internet, Matrix Partners India",2013-01-28,2013
Dream11,₹20.74 Cr,Edtech,Mumbai,Maharashtra,Elevation Capital,2017-10-16,2017
Treebo,₹110.14 Cr,Logistics,Pune,Maharashtra,Fireside Ventures,2018-09-16,2018
FabHotels,₹163.64 Cr,SaaS,Gurgaon,Haryana,"Alibaba, Reliance Ventures",2020-12-20,2020
Cars24,₹149.17 Cr,Fintech,Coimbatore,Tamil Nadu,"Saama Capital, SAIF Partners",2019-01-10,2019
Cure.fit,₹354.18 Cr,Mobility,Chennai,Tamil Nadu,Saama Capital,2015-05-02,2015
CropIn,₹3.25 Cr,Agritech,Visakhapatnam,Andhra Pradesh,Falguni Nayar,2022-07-27,2022
Revolt Motors,₹53.46 Cr,Fintech,Indore,Madhya Pradesh,Elevation Capital,2023-03-16,2023
mCaffeine,₹83.25 Cr,Healthtech,Visakhapatnam,Andhra Pradesh,Binny Bansal,2024-07-01,2024
Rapido,₹1224.07 Cr,E-Commerce,Chandigarh,Chandigarh,"TPG Capital, Matrix Partners India, Naspers",2021-10-31,2021
OYO Rooms,₹84.85 Cr,E-Commerce,Chennai,Tamil Nadu,Ratan Tata,2017-06-20,2017
Blu Smart Mobility,₹3.81 Cr,E-Commerce,Bangalore,Karnataka,Chiratae Ventures,2022-05-19,2022
FabFurnish,₹48.61 Cr,Foodtech,Delhi,Delhi,SAIF Partners,2016-07-17,2016
Roposo,₹25.10 Cr,E-Commerce,Indore,Madhya Pradesh,Sequoia Capital India,2021-10-08,2021
Yellow Messenger,₹70.42 Cr,Healthtech,Chennai,Tamil Nadu,Matrix Partners India,2019-06-07,2019
Zepto,₹68.54 Cr,E-Commerce,Hyderabad,Telangana,Indian Angel Network,2024-01-01,2024
Razorpay,₹8.22 Cr,Fintech,Lucknow,Uttar Pradesh,Falguni Nayar,2014-06-04,2014
CarWale,₹8.42 Cr,SaaS,Chandigarh,Chandigarh,Accel India,2016-12-01,2016
CarDekho,₹84.06 Cr,E-Commerce,Delhi,Delhi,Fireside Ventures,2016-07-06,2016
Country Delight,₹118.76 Cr,Healthtech,Chennai,Tamil Nadu,Indian Angel Network,2021-03-11,2021
Spinny,₹35.87 Cr,SaaS,Mumbai,Maharashtra,Elevation Capital,2017-04-10,2017
SimplyNadu,₹400.67 Cr,SaaS,Ahmedabad,Gujarat,"Accel Partners, Amazon Ventures",2024-03-05,2024
Captain Fresh,₹132.43 Cr,Mobility,Kolkata,West Bengal,"Ratan Tata, Mumbai Angels",2024-01-24,2024
Razorpay,₹4.49 Cr,Fintech,Delhi,Delhi,Binny Bansal,2013-01-22,2013
