Startup Name,Amount_Cleaned,Amount_USD,Amount_INR_Numeric,Sector_Standardized,City,State_Standardized,Investors' Name,Funding_Stage,Date_Parsed,Year,Quarter,Month
MyGlamm,₹95.56 Cr,$11.31M,955582032.9908589,E-Commerce,Pune,Maharashtra,Vijay Shekhar Sharma,Series A,2025-09-11,2025,Q3,September
Purplle,₹23.32 Cr,$2.76M,233205303.14367357,Foodtech,Bangalore,Karnataka,Vijay Shekhar Sharma,Pre-Series A,2025-09-07,2025,Q3,September
Sugar Cosmetics,₹22.58 Cr,$2.67M,225759542.6617122,Healthtech,Gurgaon,Haryana,Fireside Ventures,Pre-Series A,2025-09-29,2025,Q3,September
Simple Energy,₹538.08 Cr,$64.63M,5380762454.921321,Fintech,Chennai,Tamil Nadu,"Amazon Ventures, Reliance Ventures, Lightspeed India",Series B,2024-11-02,2024,Q4,November
Vogo,₹18.18 Cr,$2.47M,181794988.81169146,Edtech,Delhi,Delhi,Chiratae Ventures,Seed,2021-08-01,2021,Q3,August
Plum Insurance,₹9.23 Cr,$1.17M,92320430.43180415,Foodtech,Mumbai,Maharashtra,Blume Ventures,Pre-Series A,2022-02-15,2022,Q1,February
Arya.ag,₹111.47 Cr,$13.19M,1114673988.4065142,Logistics,Coimbatore,Tamil Nadu,"Chiratae Ventures, Kalaari Capital",Series A,2025-02-25,2025,Q1,February
Glance,₹12.97 Cr,$1.65M,129738202.67951046,Logistics,Pune,Maharashtra,Indian Angel Network,Seed,2022-11-09,2022,Q4,November
ShareChat,₹12.78 Cr,$1.55M,127798018.20751788,Fintech,Kolkata,West Bengal,Mumbai Angels,Pre-Series A,2023-01-10,2023,Q1,January
DeHaat,₹19.39 Cr,$2.29M,193892742.2199966,E-Commerce,Chennai,Tamil Nadu,Vijay Shekhar Sharma,Pre-Series A,2025-07-16,2025,Q3,July
HealthifyMe,₹52.57 Cr,$8.61M,525708402.7766653,E-Commerce,Bangalore,Karnataka,Saama Capital,Pre-Series A,2014-02-03,2014,Q1,February
Revv,₹29.03 Cr,$4.46M,290347776.0340456,Fintech,Chennai,Tamil Nadu,Kunal Shah,Series A,2017-02-18,2017,Q1,February
ElasticRun,₹4.49 Cr,$0.64M,44854360.95199402,Gaming,Chennai,Tamil Nadu,SAIF Partners,Seed,2019-03-10,2019,Q1,March
DealShare,₹91.72 Cr,$11.67M,917190517.3427687,Foodtech,Delhi,Delhi,"Kalaari Capital, Mumbai Angels",Series A,2022-12-17,2022,Q4,December
ClearTrip,₹30.67 Cr,$6.71M,306657626.6247654,E-Commerce,Kochi,Kerala,Ratan Tata,Pre-Series A,2010-08-01,2010,Q3,August
CarDekho,₹35.13 Cr,$5.14M,351262487.7711708,E-Commerce,Delhi,Delhi,Matrix Partners India,Pre-Series A,2018-01-12,2018,Q1,January
DealShare,₹27.00 Cr,$3.83M,270017401.681583,Foodtech,Kolkata,West Bengal,Chiratae Ventures,Seed,2019-10-21,2019,Q4,October
Freshdesk,₹183.09 Cr,$30.00M,1830900000.0,E-Commerce,Bangalore,Karnataka,"Google Ventures, Reliance Ventures",Series A,2014-03-12,2014,Q1,March
mCaffeine,₹5.46 Cr,$0.69M,54562674.95185293,Healthtech,Ahmedabad,Gujarat,Accel India,Seed,2022-02-28,2022,Q1,February
MoneyView,₹6.19 Cr,$0.79M,61920496.59322048,E-Commerce,Chennai,Tamil Nadu,Peak XV Partners,Seed,2022-07-14,2022,Q3,July
UrbanLadder,₹172.01 Cr,$25.15M,1720064375.7877622,Fintech,Kochi,Kerala,Peak XV Partners,Series B,2018-11-18,2018,Q4,November
SimplyNadu,₹258.45 Cr,$31.05M,2584533334.7577386,SaaS,Gurgaon,Haryana,Accel India,Series B,2024-09-16,2024,Q3,September
Shaadi.com,₹7.08 Cr,$1.16M,70797240.87389283,E-Commerce,Visakhapatnam,Andhra Pradesh,Ratan Tata,Seed,2014-04-18,2014,Q2,April
Flipkart,₹8.56 Cr,$1.87M,85600796.59192638,E-Commerce,Hyderabad,Telangana,Vijay Shekhar Sharma,Pre-Series A,2010-12-29,2010,Q4,December
Cars24,₹33.19 Cr,$4.94M,331860257.23092365,Fintech,Indore,Madhya Pradesh,Deepinder Goyal,Pre-Series A,2016-04-10,2016,Q2,April
MyGlamm,₹333.00 Cr,$40.00M,3330000000.0,E-Commerce,Mumbai,Maharashtra,"General Atlantic, Accel India",Bridge,2024-02-28,2024,Q1,February
Zostel,₹8.40 Cr,$1.19M,84028053.43071571,Fintech,Kochi,Kerala,Kalaari Capital,Seed,2019-06-28,2019,Q2,June
Unacademy,₹148.44 Cr,$22.09M,1484350654.8145647,Fintech,Jaipur,Rajasthan,"Andreessen Horowitz, Alibaba",Series A,2016-06-22,2016,Q2,June
FamPay,₹38.29 Cr,$5.44M,382885189.1108153,Fintech,Hyderabad,Telangana,Fireside Ventures,Pre-Series A,2019-04-07,2019,Q2,April
Vedantu,₹4.57 Cr,$0.78M,45735288.89159402,E-Commerce,Chennai,Tamil Nadu,Indian Angel Network,Seed,2013-11-11,2013,Q4,November
OYO Rooms,₹212.36 Cr,$28.89M,2123603101.1459284,E-Commerce,Delhi,Delhi,Accel India,Series B,2021-12-02,2021,Q4,December
Droom,₹368.47 Cr,$50.13M,3684668391.013229,Agritech,Hyderabad,Telangana,"Lightspeed India, Chiratae Ventures, Reliance Ventures",Series C,2021-11-29,2021,Q4,November
OkCredit,₹188.63 Cr,$25.66M,1886252281.2707424,E-Commerce,Gurgaon,Haryana,Matrix Partners India,Series A,2021-01-12,2021,Q1,January
The HealthInsurance,₹1409.79 Cr,$166.84M,14097933751.785065,Edtech,Nagpur,Maharashtra,"Andreessen Horowitz, Accel India, General Atlantic",Series C,2025-01-20,2025,Q1,January
Infra.Market,₹15.95 Cr,$2.33M,159454851.75880075,E-Commerce,Hyderabad,Telangana,Saama Capital,Seed,2018-09-10,2018,Q3,September
Vogo,₹174.21 Cr,$25.47M,1742133723.1678016,Edtech,Jaipur,Rajasthan,Andreessen Horowitz,Series B,2018-05-31,2018,Q2,May
Swiggy,₹8.18 Cr,$1.22M,81778703.58212972,Foodtech,Hyderabad,Telangana,Kunal Shah,Seed,2016-01-02,2016,Q1,January
Udaan,₹74.41 Cr,$10.88M,744137521.7985474,Fintech,Pune,Maharashtra,Fireside Ventures,Series B,2018-09-30,2018,Q3,September
Drivezy,₹829.70 Cr,$112.88M,8297010269.515757,Social Media,Bangalore,Karnataka,"Multiples Alternate Asset Management, Andreessen Horowitz, Warburg Pincus",Series C,2021-02-26,2021,Q1,February
Flipkart Quick,₹37.27 Cr,$4.74M,372740843.32090074,SaaS,Chandigarh,Chandigarh,Binny Bansal,Series A,2022-09-28,2022,Q3,September
Mobile Premier League,₹19.33 Cr,$2.63M,193299149.0485147,Foodtech,Bhubaneswar,Odisha,Matrix Partners India,Seed,2021-03-12,2021,Q1,March
CityMall,₹4.75 Cr,$0.67M,47514310.79781879,Healthtech,Chennai,Tamil Nadu,Chiratae Ventures,Seed,2019-03-01,2019,Q1,March
CityMall,₹7.21 Cr,$1.02M,72121445.38213462,Healthtech,Pune,Maharashtra,SAIF Partners,Seed,2019-10-28,2019,Q4,October
Toppr,₹8.02 Cr,$1.25M,80206683.16749845,E-Commerce,Chennai,Tamil Nadu,Blume Ventures,Seed,2015-05-28,2015,Q2,May
BankBazaar,₹71.24 Cr,$11.11M,712449607.4782135,E-Commerce,Pune,Maharashtra,Elevation Capital,Series A,2015-01-29,2015,Q1,January
Ula,₹13.41 Cr,$1.61M,134118818.11729436,SaaS,Gurgaon,Haryana,Lightspeed India,Pre-Series A,2024-07-02,2024,Q3,July
Country Delight,₹11.67 Cr,$1.40M,116730567.9629111,Healthtech,Mumbai,Maharashtra,Binny Bansal,Seed,2024-08-13,2024,Q3,August
Shiprocket,₹271.88 Cr,$36.99M,2718814453.7996144,Foodtech,Mumbai,Maharashtra,"General Atlantic, Google Ventures",Series B,2021-06-13,2021,Q2,June
Licious,₹301.81 Cr,$36.25M,3018070404.8880606,Logistics,Bangalore,Karnataka,"Coatue Management, Wipro Ventures",Series B,2024-12-30,2024,Q4,December
Nykaa Fashion,₹7.88 Cr,$1.00M,78753790.14104202,SaaS,Vadodara,Gujarat,Saama Capital,Seed,2022-08-08,2022,Q3,August
Dream11,₹35.01 Cr,$4.97M,350065820.21668357,Edtech,Lucknow,Uttar Pradesh,SAIF Partners,Pre-Series A,2019-11-19,2019,Q4,November
FamPay,₹383.18 Cr,$48.75M,3831808715.7910657,Fintech,Chandigarh,Chandigarh,SAIF Partners,Series B,2022-07-04,2022,Q3,July
TaxiForSure,₹108.88 Cr,$17.84M,1088773532.8789673,E-Commerce,Delhi,Delhi,"Kalaari Capital, SAIF Partners",Series A,2014-10-20,2014,Q4,October
CityMall,₹5.90 Cr,$0.84M,59046510.40994241,Healthtech,Jaipur,Rajasthan,Falguni Nayar,Seed,2019-02-20,2019,Q1,February
Verloop.io,₹74.20 Cr,$10.85M,742026490.1352694,Fintech,Mysore,Karnataka,Nexus Venture Partners,Series A,2018-04-25,2018,Q2,April
Nykaa Fashion,₹87.38 Cr,$10.34M,873842133.0615797,SaaS,Mumbai,Maharashtra,Chiratae Ventures,Bridge,2025-09-14,2025,Q3,September
Infra.Market,₹14.72 Cr,$2.19M,147155339.02429834,E-Commerce,Chennai,Tamil Nadu,Matrix Partners India,Seed,2016-10-14,2016,Q4,October
Open Network,₹111.91 Cr,$13.55M,1119065014.2780244,Healthtech,Gurgaon,Haryana,Fireside Ventures,Series A,2023-10-19,2023,Q4,October
Ultraviolette,₹7.24 Cr,$0.88M,72392246.92675266,Fintech,Delhi,Delhi,Sachin Bansal,Seed,2023-05-20,2023,Q2,May
Zappfresh,₹30.26 Cr,$3.66M,302620201.41847616,Gaming,Hyderabad,Telangana,Ratan Tata,Series A,2023-09-20,2023,Q3,September
Purplle,₹38.66 Cr,$4.64M,386646955.2124314,Foodtech,Chennai,Tamil Nadu,Ritesh Agarwal,Pre-Series A,2024-07-12,2024,Q3,July
Simplilearn,₹106.35 Cr,$16.58M,1063518917.3286275,Fintech,Hyderabad,Telangana,"Ritesh Agarwal, Vijay Shekhar Sharma",Series A,2015-09-05,2015,Q3,September
Drivezy,₹31.73 Cr,$4.87M,317340749.5711459,Social Media,Delhi,Delhi,Peak XV Partners,Pre-Series A,2017-12-13,2017,Q4,December
ElasticRun,₹12.44 Cr,$1.77M,124411785.3604936,Gaming,Ahmedabad,Gujarat,Bhavish Aggarwal,Seed,2019-04-01,2019,Q2,April
Spinny,₹8.35 Cr,$1.14M,83469944.5529594,SaaS,Chennai,Tamil Nadu,Kalaari Capital,Seed,2021-03-05,2021,Q1,March
MPL,₹102.79 Cr,$13.99M,1027922400.6645229,Healthtech,Delhi,Delhi,SAIF Partners,Series A,2021-10-07,2021,Q4,October
Shopclues,₹42.04 Cr,$6.89M,420416805.9009825,SaaS,Chennai,Tamil Nadu,Sachin Bansal,Series A,2014-01-27,2014,Q1,January
Pepperfry,₹105.33 Cr,$15.40M,1053344956.7360041,E-Commerce,Pune,Maharashtra,Accel India,Series A,2018-06-15,2018,Q2,June
Acko,₹190.31 Cr,$27.02M,1903071108.4137166,E-Commerce,Bangalore,Karnataka,Lightspeed Venture Partners,Series B,2019-08-10,2019,Q3,August
Naukri,₹405.22 Cr,$63.17M,4052164969.8157043,E-Commerce,Chennai,Tamil Nadu,"Peak XV Partners, Fireside Ventures, Saama Capital",Series C,2015-05-16,2015,Q2,May
Yulu,₹26.02 Cr,$3.54M,260203272.76544523,Mobility,Bangalore,Karnataka,Kalaari Capital,Pre-Series A,2021-01-28,2021,Q1,January
Niyo,₹220.50 Cr,$30.00M,2205000000.0,Fintech,Kochi,Kerala,"SAIF Partners, General Atlantic",Series A,2021-07-17,2021,Q3,July
Wow Skin Science,₹11.15 Cr,$1.42M,111494217.67970079,E-Commerce,Gurgaon,Haryana,Elevation Capital,Seed,2022-08-30,2022,Q3,August
Licious,₹9.61 Cr,$1.16M,96132046.69709618,Logistics,Gurgaon,Haryana,Kalaari Capital,Seed,2023-03-19,2023,Q1,March
ElasticRun,₹28.74 Cr,$3.48M,287376841.74296033,Gaming,Hyderabad,Telangana,SAIF Partners,Series A,2023-02-23,2023,Q1,February
Unacademy,₹15.43 Cr,$2.63M,154287856.0815502,Fintech,Delhi,Delhi,Chiratae Ventures,Pre-Series A,2013-02-05,2013,Q1,February
The HealthInsurance,₹48.01 Cr,$5.81M,480051951.6816481,Edtech,Nagpur,Maharashtra,Sachin Bansal,Series A,2023-07-16,2023,Q3,July
Simple Energy,₹137.61 Cr,$16.29M,1376107354.4888554,Fintech,Coimbatore,Tamil Nadu,SAIF Partners,Series B,2025-07-05,2025,Q3,July
Upstox,₹21.10 Cr,$3.60M,210982355.17405674,Fintech,Chandigarh,Chandigarh,Blume Ventures,Pre-Series A,2013-05-19,2013,Q2,May
Zetwerk,₹3.08 Cr,$0.42M,30779277.719920997,Foodtech,Visakhapatnam,Andhra Pradesh,Chiratae Ventures,Seed,2020-07-10,2020,Q3,July
Flipkart Quick,₹32.89 Cr,$4.44M,328921693.8204443,SaaS,Mumbai,Maharashtra,Fireside Ventures,Pre-Series A,2020-09-07,2020,Q3,September
FamPay,₹3.41 Cr,$0.48M,34111930.335743085,Fintech,Chennai,Tamil Nadu,Kalaari Capital,Seed,2019-11-07,2019,Q4,November
MakeMyTrip,₹301.29 Cr,$56.38M,3012928193.456838,E-Commerce,Hyderabad,Telangana,Tencent,Series B,2012-12-03,2012,Q4,December
Vegrow,₹5.34 Cr,$0.68M,53385724.58057069,Gaming,Chennai,Tamil Nadu,Falguni Nayar,Seed,2022-11-06,2022,Q4,November
Ditto Insurance,₹91.28 Cr,$10.80M,912753902.7739109,Logistics,Ahmedabad,Gujarat,"Kunal Shah, Vijay Shekhar Sharma",Series A,2025-04-21,2025,Q2,April
Xpressbees,₹173.37 Cr,$24.62M,1733696551.6632512,Fintech,Lucknow,Uttar Pradesh,"Sequoia Capital India, Lightspeed India",Series B,2019-06-24,2019,Q2,June
Jumbotail,₹36.82 Cr,$4.46M,368176337.1332328,SaaS,Kolkata,West Bengal,SAIF Partners,Series A,2023-05-17,2023,Q2,May
Noise,₹17.18 Cr,$2.19M,171790689.59570098,E-Commerce,Kolkata,West Bengal,Indian Angel Network,Pre-Series A,2022-12-05,2022,Q4,December
Myntra,₹124.53 Cr,$21.25M,1245333832.825628,E-Commerce,Pune,Maharashtra,"Sequoia Capital India, Matrix Partners India",Series B,2013-12-21,2013,Q4,December
CommonFloor,₹160.03 Cr,$29.95M,1600265164.667155,E-Commerce,Pune,Maharashtra,"Fireside Ventures, Sequoia Capital",Series B,2012-11-15,2012,Q4,November
Freecharge,₹105.28 Cr,$17.97M,1052809195.0869535,E-Commerce,Bangalore,Karnataka,Bhavish Aggarwal,Series B,2013-09-18,2013,Q3,September
FreshToHome,₹23.31 Cr,$3.31M,233118636.46480674,Fintech,Coimbatore,Tamil Nadu,Ritesh Agarwal,Pre-Series A,2019-06-27,2019,Q2,June
Simplilearn,₹4.97 Cr,$0.76M,49656124.5463718,Fintech,Bangalore,Karnataka,Bhavish Aggarwal,Seed,2017-07-31,2017,Q3,July
Udaan,₹164.33 Cr,$25.24M,1643320229.3568397,Fintech,Hyderabad,Telangana,Matrix Partners India,Series B,2017-04-21,2017,Q2,April
KissanKraft,₹10.22 Cr,$1.30M,102238142.65665472,Gaming,Chandigarh,Chandigarh,Elevation Capital,Pre-Series A,2022-02-23,2022,Q1,February
MPL,₹53.54 Cr,$7.60M,535382504.8793782,Healthtech,Bangalore,Karnataka,Bhavish Aggarwal,Bridge,2019-03-11,2019,Q1,March
Open Network,₹6.30 Cr,$0.80M,63021354.97945356,Healthtech,Pune,Maharashtra,Blume Ventures,Seed,2022-01-11,2022,Q1,January
Noise,₹10.75 Cr,$1.37M,107539752.23624194,E-Commerce,Jaipur,Rajasthan,Falguni Nayar,Seed,2022-08-27,2022,Q3,August
Drivezy,₹27.42 Cr,$3.70M,274201488.87427264,Social Media,Bangalore,Karnataka,Deepinder Goyal,Pre-Series A,2020-05-26,2020,Q2,May
MyGlamm,₹28.76 Cr,$3.40M,287576742.4495071,E-Commerce,Delhi,Delhi,Lightspeed India,Pre-Series A,2025-02-07,2025,Q1,February
Rivigo,₹23.88 Cr,$3.55M,238835021.06915012,Foodtech,Gurgaon,Haryana,Peak XV Partners,Pre-Series A,2016-04-18,2016,Q2,April
Redbus,₹8.38 Cr,$1.80M,83840952.86024457,E-Commerce,Gurgaon,Haryana,Saama Capital,Pre-Series A,2011-06-03,2011,Q2,June
Blinkit,₹12.71 Cr,$1.80M,127097197.20660292,Edtech,Bangalore,Karnataka,Falguni Nayar,Seed,2019-06-02,2019,Q2,June
Plum Insurance,₹4.59 Cr,$0.58M,45906041.00758641,Foodtech,Gurgaon,Haryana,Deepinder Goyal,Seed,2022-10-08,2022,Q4,October
Bounce,₹55.63 Cr,$7.57M,556253309.3959948,Foodtech,Jaipur,Rajasthan,Matrix Partners India,Pre-Series A,2021-02-16,2021,Q1,February
The HealthInsurance,₹602.71 Cr,$71.33M,6027068346.190909,Edtech,Jaipur,Rajasthan,"Amazon Ventures, Chiratae Ventures",Series B,2025-01-01,2025,Q1,January
Hike Messenger,₹713.53 Cr,$111.23M,7135288738.470669,E-Commerce,Delhi,Delhi,"Everstone Capital, Carlyle Group, Lightspeed India, Steadview Capital, Sequoia Capital",Series C,2015-10-06,2015,Q4,October
ShareChat,₹137.72 Cr,$18.59M,1377171159.2275717,Fintech,Gurgaon,Haryana,"Kunal Shah, Sachin Bansal",Series A,2020-04-13,2020,Q2,April
Oyo,₹13.65 Cr,$1.84M,136515953.05146465,E-Commerce,Mysore,Karnataka,Kalaari Capital,Seed,2020-01-07,2020,Q1,January
DealShare,₹12.52 Cr,$1.70M,125200720.23990566,Foodtech,Hyderabad,Telangana,Elevation Capital,Pre-Series A,2021-06-28,2021,Q2,June
Mamaearth,₹4.44 Cr,$0.57M,44424209.77981914,Edtech,Kochi,Kerala,Binny Bansal,Seed,2022-09-19,2022,Q3,September
Khatabook,₹9.37 Cr,$1.19M,93736651.39340141,SaaS,Lucknow,Uttar Pradesh,Sequoia Capital India,Pre-Series A,2022-11-20,2022,Q4,November
Open Network,₹243.26 Cr,$28.79M,2432647382.2189736,Healthtech,Delhi,Delhi,"Qualcomm Ventures, Google Ventures",Series B,2025-06-20,2025,Q2,June
FreshToHome,₹28.17 Cr,$4.00M,281680000.0,Fintech,Coimbatore,Tamil Nadu,Ritesh Agarwal,Seed,2019-07-28,2019,Q3,July
Dream11,₹2055.69 Cr,$277.42M,20556853347.628357,Edtech,Chandigarh,Chandigarh,"Tencent, Carlyle Group, Multiples Alternate Asset Management",Series C,2020-09-21,2020,Q3,September
Udaan,₹8.01 Cr,$1.19M,80111169.82495014,Fintech,Bangalore,Karnataka,Binny Bansal,Pre-Series A,2016-06-12,2016,Q2,June
Spinny,₹9.24 Cr,$1.42M,92370308.59032829,SaaS,Hyderabad,Telangana,Indian Angel Network,Seed,2017-07-19,2017,Q3,July
Khatabook,₹46.03 Cr,$5.86M,460325908.4249457,SaaS,Jaipur,Rajasthan,Blume Ventures,Series A,2022-04-21,2022,Q2,April
Waycool Foods,₹4.21 Cr,$0.54M,42087789.00652567,Foodtech,Mumbai,Maharashtra,Kalaari Capital,Seed,2022-02-16,2022,Q1,February
Lybrate,₹192.45 Cr,$30.00M,1924500000.0000002,Fintech,Chandigarh,Chandigarh,"Elevation Capital, General Atlantic",Series A,2015-02-25,2015,Q1,February
MoneyView,₹472.53 Cr,$56.76M,4725286627.98834,E-Commerce,Mumbai,Maharashtra,Tencent,Series B,2024-07-15,2024,Q3,July
BankBazaar,₹300.63 Cr,$49.26M,3006294667.837284,E-Commerce,Mumbai,Maharashtra,"Saama Capital, Qualcomm Ventures",Series B,2014-11-29,2014,Q4,November
Dunzo Daily,₹6.70 Cr,$0.95M,67014891.27413877,SaaS,Chennai,Tamil Nadu,Kalaari Capital,Seed,2019-07-08,2019,Q3,July
CityMall,₹25.77 Cr,$3.10M,257720110.87973088,Healthtech,Gurgaon,Haryana,Blume Ventures,Pre-Series A,2024-08-14,2024,Q3,August
NinjaCart,₹397.42 Cr,$59.14M,3974202495.2681236,E-Commerce,Bangalore,Karnataka,"Fireside Ventures, Matrix Partners India",Series B,2016-06-18,2016,Q2,June
MoneyTap,₹25.34 Cr,$4.74M,253438564.96677083,E-Commerce,Delhi,Delhi,Mumbai Angels,Pre-Series A,2012-03-10,2012,Q1,March
Zerodha,₹12.05 Cr,$1.85M,120526244.07974385,E-Commerce,Chennai,Tamil Nadu,Accel India,Seed,2017-05-18,2017,Q2,May
Dream11,₹573.45 Cr,$78.02M,5734547102.908276,Edtech,Hyderabad,Telangana,"Tencent, Saama Capital, Blume Ventures",Series C,2021-01-07,2021,Q1,January
Cure.fit,₹23.39 Cr,$3.83M,233941528.72914195,Mobility,Delhi,Delhi,Indian Angel Network,Pre-Series A,2014-12-15,2014,Q4,December
Niyo,₹16.45 Cr,$2.24M,164501095.12530005,Fintech,Ahmedabad,Gujarat,Fireside Ventures,Seed,2021-04-24,2021,Q2,April
Vegrow,₹516.98 Cr,$61.18M,5169757379.695754,Gaming,Kochi,Kerala,SAIF Partners,Series B,2025-05-13,2025,Q2,May
PhonePe,₹660.89 Cr,$96.64M,6608940667.768735,E-Commerce,Pune,Maharashtra,"SoftBank Vision Fund, Lightspeed India",Debt,2018-08-09,2018,Q3,August
BluSmart,₹9.19 Cr,$1.09M,91906166.46338496,Social Media,Jaipur,Rajasthan,Saama Capital,Seed,2025-07-04,2025,Q3,July
FreshToHome,₹50.28 Cr,$6.40M,502759575.39760697,Fintech,Gurgaon,Haryana,Deepinder Goyal,Series A,2022-05-26,2022,Q2,May
Myntra,₹96.08 Cr,$17.98M,960849706.7515036,E-Commerce,Pune,Maharashtra,"Lightspeed India, Elevation Capital",Series B,2012-09-05,2012,Q3,September
Paytm First Games,₹308.98 Cr,$42.04M,3089821605.3509693,Social Media,Pune,Maharashtra,Flipkart Ventures,Series B,2021-03-02,2021,Q1,March
BharatPe,₹32.91 Cr,$3.98M,329093006.1327471,Healthtech,Kochi,Kerala,Kalaari Capital,Series A,2023-02-21,2023,Q1,February
Zostel,₹3.36 Cr,$0.48M,33587460.303826705,Fintech,Mumbai,Maharashtra,Mumbai Angels,Seed,2019-10-06,2019,Q4,October
CarDekho,₹497.60 Cr,$74.05M,4976032331.858897,E-Commerce,Jaipur,Rajasthan,Sequoia Capital India,Series B,2016-12-08,2016,Q4,December
Cars24,₹52.68 Cr,$7.48M,526808798.5022368,Fintech,Delhi,Delhi,Ratan Tata,Series A,2019-07-01,2019,Q3,July
MobiKwik,₹8.19 Cr,$1.34M,81917093.41514808,E-Commerce,Mumbai,Maharashtra,Fireside Ventures,Seed,2014-08-22,2014,Q3,August
Vegrow,₹10.13 Cr,$1.29M,101327728.39182284,Gaming,Hyderabad,Telangana,Kalaari Capital,Pre-Series A,2022-02-09,2022,Q1,February
BharatPe,₹27.71 Cr,$3.53M,277098927.6688096,Healthtech,Chandigarh,Chandigarh,Peak XV Partners,Series A,2022-12-16,2022,Q4,December
M2P Fintech,₹222.30 Cr,$30.00M,2223000000.0,Fintech,Delhi,Delhi,"Blume Ventures, SoftBank Vision Fund",Series A,2020-07-20,2020,Q3,July
Cars24,₹20.37 Cr,$3.03M,203679796.62172812,Fintech,Mumbai,Maharashtra,Ratan Tata,Pre-Series A,2016-04-23,2016,Q2,April
JustDial,₹7.22 Cr,$1.23M,72183320.36621745,E-Commerce,Hyderabad,Telangana,Binny Bansal,Seed,2013-09-15,2013,Q3,September
Pilgrim,₹64.60 Cr,$7.76M,645962661.0156851,Deeptech,Kolkata,West Bengal,Falguni Nayar,Series A,2024-08-03,2024,Q3,August
M2P Fintech,₹31.90 Cr,$3.86M,319009698.91628915,Fintech,Bangalore,Karnataka,Matrix Partners India,Series A,2023-01-05,2023,Q1,January
CredFlow,₹11.06 Cr,$1.41M,110646441.62892152,E-Commerce,Gurgaon,Haryana,SAIF Partners,Seed,2022-03-06,2022,Q1,March
Paytm First Games,₹180.97 Cr,$26.46M,1809731688.8026538,Social Media,Pune,Maharashtra,Steadview Capital,Series A,2018-01-28,2018,Q1,January
Ather Energy,₹8.43 Cr,$1.01M,84285573.839197,E-Commerce,Chandigarh,Chandigarh,Matrix Partners India,Seed,2024-04-13,2024,Q2,April
CarWale,₹1057.21 Cr,$143.84M,10572101865.825403,SaaS,Gurgaon,Haryana,"General Atlantic, Sequoia Capital",Series C,2021-03-18,2021,Q1,March
Milkbasket,₹14.75 Cr,$1.88M,147506430.5547318,E-Commerce,Delhi,Delhi,Peak XV Partners,Pre-Series A,2022-06-05,2022,Q2,June
MyGlamm,₹88.85 Cr,$10.67M,888518500.6261499,E-Commerce,Ahmedabad,Gujarat,"Peak XV Partners, Accel India",Series A,2024-09-11,2024,Q3,September
Blu Smart Mobility,₹542.56 Cr,$64.21M,5425647371.481846,E-Commerce,Ahmedabad,Gujarat,"Amazon Ventures, Coatue Management",Series B,2025-05-08,2025,Q2,May
Chingari,₹36.23 Cr,$4.39M,362286073.6457518,Healthtech,Hyderabad,Telangana,Nexus Venture Partners,Series A,2023-02-06,2023,Q1,February
Shiprocket,₹198.75 Cr,$28.22M,1987499766.8533318,Foodtech,Jaipur,Rajasthan,Infosys Innovation Fund,Series B,2019-02-02,2019,Q1,February
Zostel,₹185.23 Cr,$25.20M,1852348501.9817488,Fintech,Mumbai,Maharashtra,"Matrix Partners India, Sequoia Capital India",Series B,2021-08-13,2021,Q3,August
KissanKraft,₹48.00 Cr,$5.81M,480029839.79042536,Gaming,Chennai,Tamil Nadu,Blume Ventures,Bridge,2023-06-15,2023,Q2,June
Jumbotail,₹97.63 Cr,$11.82M,976311851.6773742,SaaS,Visakhapatnam,Andhra Pradesh,"Elevation Capital, Accel India",Series B,2023-05-08,2023,Q2,May
Dream11,₹5.48 Cr,$0.82M,54779722.37405115,Edtech,Bangalore,Karnataka,Blume Ventures,Seed,2016-12-05,2016,Q4,December
CarTrade,₹83.92 Cr,$13.75M,839241795.6397982,E-Commerce,Chennai,Tamil Nadu,"Elevation Capital, Ritesh Agarwal",Bridge,2014-10-30,2014,Q4,October
Vogo,₹489.97 Cr,$66.12M,4899729342.26435,Edtech,Hyderabad,Telangana,Lightspeed Venture Partners,Series B,2020-07-13,2020,Q3,July
Khatabook,₹125.80 Cr,$17.12M,1258026877.435105,SaaS,Mumbai,Maharashtra,Vijay Shekhar Sharma,Series A,2021-05-10,2021,Q2,May
Jar,₹199.66 Cr,$27.17M,1996641312.8531232,Healthtech,Mumbai,Maharashtra,Sequoia Capital,Series B,2021-01-02,2021,Q1,January
BigBasket,₹651.20 Cr,$100.00M,6512000000.0,E-Commerce,Gurgaon,Haryana,"Fireside Ventures, Infosys Innovation Fund, General Atlantic",Series B,2017-06-20,2017,Q2,June
Ecom Express,₹1081.80 Cr,$160.98M,10818006923.686876,E-Commerce,Delhi,Delhi,"KKR India, Coatue Management, SoftBank Vision Fund, Fireside Ventures",Series C,2016-05-09,2016,Q2,May
HealthifyMe,₹29.53 Cr,$5.04M,295278401.18456405,E-Commerce,Gurgaon,Haryana,Fireside Ventures,Pre-Series A,2013-07-25,2013,Q3,July
Lenskart,₹1924.50 Cr,$300.00M,19245000000.0,E-Commerce,Jaipur,Rajasthan,"Accel Partners, Warburg Pincus, KKR India, TPG Capital",Series C,2015-08-02,2015,Q3,August
MakeMyTrip,₹24.41 Cr,$4.00M,244120000.0,E-Commerce,Chennai,Tamil Nadu,Fireside Ventures,Seed,2014-12-05,2014,Q4,December
