Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Industry/ Vertical,Sub-Vertical,Invest-mentType,Date,Industry/Vertical,City,Investor Name,Investment Type,Amount(in USD),Unnamed: 0,Founding Date,Founders,Investors,Investment Stage,0,1,2,3,4,5,6,7,8,Amount_Cleaned,Date_Parsed,Year,Sector_Standardized,State_Standardized
,,,,,,,,,,,,,,,,,,19.0,,,,,Tring,2019.0,Mumbai,Media,Celebrity engagement platform,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",Undisclosed,,,,,,
,,,,,,,,,,,,,,,,,,20.0,,,,,Vakilsearch,2010.0,Chennai,Legal,"Online platform for legal, tax and compliance services",Hrishikesh Datar,Sujeet Kumar,Undisclosed,,,,,,
,,,,,,,,,,,,,,,,,,21.0,,,,,Khatabook,,Bangalore,Fintech,It helps SMEs to maintain their accounts and ledger online.,Ravish Naresh,B Capital Group,"$60,000,000",Series B,,,,,
,,,,,,,,,,,,,,,,,,22.0,,,,,LendingKart,2014.0,Ahmedabad,Fintech,Provides working capital loans and business loans to MSMEs,"Harshvardhan Lunia, Mukul Sachan","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient","$11,363,000",Series D,,,,,
,,,,,,,,,,,,,,,,,,23.0,,,,,Illumnus,,,Edtech,Offers Collaborative learning management system for educational institutions,"Akash Deep Singhal, Akshaya Singhal",Angel investors. HNI,"$100,000",Seed Round,,,,,
,,,,,,,,,,,,,,,,,,24.0,,,,,LetsTransport,2015.0,Bangalore,Logitech,Offers techno logistics solutions,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Innoven Capital,"$1,715,000",,,,,,
,,,,,,,,,,,,,,,,,,25.0,,,,,Eggoz,2017.0,Bihar,Agritech,"Provides technology backed, deep integration services to egg farmers",Uttam Kumar,"Tracxn Labs, Angellist, Tri-Deep Capital","$329,000",Seed Round,,,,,
,,,,,,,,,,,,,,,,,,26.0,,,,,Winuall,2018.0,Bangalore,Edtech,It helps coaching institutes in digitization,Ashwini Purohit,"Ankit Bhati, Nitin Gupta",Undisclosed,,,,,,
,,,,,,,,,,,,,,,,,,27.0,,,,,Indian School Finance Company,,Hyderabad,Fintech,NBFC that provides funding to education system,,Gray Matters Capital,"$5,271,000",Seed Round,,,,,
,,,,,,,,,,,,,,,,,,28.0,,,,,Juicy Chemistry,2014.0,,,It focuses on organic based skincare products,Pritesh Asher,Akya Ventures,"$650,000",Series A,,,,,
,,,,,,,,,,,,,,,,,,29.0,,,,,DeepTek,2018.0,Pune,Healthtech,AI enabled radiology platform,"Amit Kharat, Ajit Patil, Aniruddha Pant",GHV Accelerator,Undisclosed,,,,,,
,,,,,,,,,,,,,,,,,,30.0,,,,,Stepathlon Lifestyle,2012.0,Mumbai,Fitness,It organises corporate wellness programs,"Krishnan, Shane Bilsborough","Josh Liberman, Mark Adams",Undisclosed,,,,,,
,,,,,,,,,,,,,,,,,,31.0,,,,,Sindhuja Microcredit,2018.0,Noida,Fintech,It provides financial services to self employed women entrepreneurs,"Abhisheka Kumar, Malkit Didyala",Nordic Microfinance Initiative,"$8,700,000",,,,,,
,,,,,,,,,,,,,,,,,,32.0,,,,,Rentmojo,2012.0,Bangalore,Rental,"Rental platform for furniture, appliances & electronics",Geetansh Bamania,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche","$3,226,000",,,,,,
,,,,,,,,,,,,,,,,,,33.0,,,,,Tesco Charge Zone,,Gujarat,EV,Operates electric vehicle charging zone,Kartikey Hariyani,Mumbai Angels Network,Undisclosed,,,,,,
,,,,,,,,,,,,,,,,,,34.0,,,,,Intello Labs,2016.0,Gurugram,"Supply chain, Agritech",Standardisation and Quality control of fruits & vegetables,"Milan Sharma, Nishant Mishra, Himani Shah, Devendra Chandani",Saama Capital,"$5,900,000",Series A,,,,,
,,,,,,,,,,,,,,,,,,35.0,,,,,SirionLabs,2012.0,Gurugram,SaaS,"Provides procurement, outsourcing services & contract management software",Ajay Agrawal,"Tiger Global, Avatar Growth Capital","$44,000,000",Series C,,,,,
,,,,,,,,,,,,,,,,,,36.0,,,,,Magicpin,2015.0,Gurugram,,"It is a local discovery, rewards, and commerce platform","Anshoo Sharma, Brij Bhushan",Lightspeed Venture Partners,"$3,879,000",,,,,,
,,,,,,,,,,,,,,,,,,37.0,,,,,GroCurv,2019.0,Gurugram,B2B,"It offers a wide range of business related services like Branding, marketing, sales etc.,","Venkatesh Rangachari, Vipul Gupta",Unicorn Investments Pte Ltd,Undisclosed,Seed Round,,,,,
,,,,,,,,,,,,,,,,,,38.0,,,,,Refrens,2019.0,Bangalore,SaaS,"Offers a free invoicing, payments and expense management system","Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal","$1,000,000",Seed Round,,,,,
,,,,,,,,,,,,,,,,,,39.0,,,,,Shiprocket,2017.0,,Logitech,Tech enabled logistics aggregator,Saahil Goel,"Tribe Capital, Innoven Capital, BII","$13,000,000",Series C,,,,,
,,,,,,,,,,,,,,,,,,40.0,,,,,Spyne,,Gurugram,AI,Helps online businesses with visual content,"Sanjay Kumar, Deepti Prasad","Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",Undisclosed,Pre series A,,,,,
,,,,,,,,,,,,,,,,,,41.0,,,,,Nykaa,2012.0,Mumbai,Ecommerce,Deals in cosmetic and wellness products,Falguni Nayar,Steadview capital,"$8,800,000",,,,,,
,,,,,,,,,,,,,,,,,,43.0,,,,,Phable,2018.0,,Healthtech,"It creates an engagement loop between doctors, hospitals, and patients via its app","Sumit Sinha,  Mukesh Bansal",Inflection Point Ventures,"$1,000,000",Pre series A,,,,,
,,,,,,,,,,,,,,,,,,44.0,,,,,Generic Aadhaar,,,Pharma,It provides a platform for entrepreneurs to access generic  medicine at low cost,Arjun Deshpande,Ratan Tata,Undisclosed,,,,,,
,,,,,,,,,,,,,,,,,,46.0,,,,,Mintoak,,Mumbai,Fintech,Merchant payment solutions startup,"Raman Khanduja, Sanjay Nazareth",Pravega Ventures,"$2,000,000",Pre series A,,,,,
,,,,,,,,,,,,,,,,,,47.0,,,,,VestSpace,2018.0,Pune,Spacetech,It builds small satellite paltforms,Arun Kumar Sureban,Next Capital,"$10,000,000",,,,,,
,,,,,,,,,,,,,,,,,,48.0,,,,,Blackbuck,2015.0,Bangalore,Logistics,Provides trucking services,Rajesh Yabaji,Trifecta Venture,Undisclosed,,,,,,
,,,,,,,,,,,,,,,,,,49.0,,,,,Vernacular ai,2016.0,Bangalore,AI,It offers Multiligual AI platform,"Gupta, Akshay Deshraj, Manoj Sarda","Exfinity Ventures, IAN Fund","$5,100,000",Series A,,,,,
,,,,,,,,,,,,,,,,,,50.0,,,,,Clover,,Bangalore,Agritech,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura",Alteria Capital,"$920,000",,,,,,
,,,,,,,,,,,,,,,,,,51.0,,,,,Varthana,,Bangalore,Fintech,Offers secured and unsecured loans,Steve Hardgrave,ChrysCapital,"$15,000,000",Series D,,,,,
,,,,,,,,,,,,,,,,,,52.0,,,,,Codeninja,2016.0,Bangalore,SaaS,AI-powered 'no-code' platform which can generate application development code,"Prashanth Kuppur, Deepak Kalhan, Saurabh Kukreti, Richpal Gora","Hari Balasubramanian, EaSyndicate",Undisclosed,Seed Round,,,,,
,,,,,,,,,,,,,,,,,,53.0,,,,,MetaMerphoSys,2016.0,Pune,Insurance technology,Digital insurance platform for businesses,"Amit Naik, Kewal Vargante",Good Capital,Undisclosed,Pre Series A,,,,,
,,,,,,,,,,,,,,,,,,54.0,,,,,Rooter,2016.0,Delhi,Gaming,Live sports engagement platform,"Piyush, Dipesh Agarwal","Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital","$1,700,000",Pre Series A,,,,,
,,,,,,,,,,,,,,,,,,55.0,,,,,Aker Foods,2019.0,Pune,Foodtech & Logistics,Ai driven supply chain platform,Suraj Saste,Mumbai Angels Network,Undisclosed,,,,,,
,,,,,,,,,,,,,,,,,,56.0,,,,,Sascan Meditech pvt ltd,2015.0,Kerala,Healthtech,They are developing technology that can detect early cancerous cells,Dr Subhash Narayanan,Unicorn India Ventures,Undisclosed,,,,,,
,,,,,,,,,,,,,,,,,,57.0,,,,,DailyHunt,2009.0,,Media,News aggregator,Virendra Gupta,Lupa India,"$35,600,000",,,,,,
,,,,,,,,,,,,,,,,,,58.0,,,,,Pratilipi,2014.0,Bangalore,Media,A digital platform that connects readers and writers in various languages,"Ranjeet Pratap Singh, Sankaranarayanan Devarajan, Sahradayi Modi, Rahul Ranjan, Prashant Gupta",Tencent,"$9,400,000",Series C,,,,,
,,,,,,,,,,,,,,,,,,59.0,,,,,Biryani By Kilo,,Delhi,Food,Online paltform to order biryani,Vishal Jindal,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi","$790,000",Series B,,,,,
,,,,,,,,,,,,,,,,,,60.0,,,,,Consure Medical,,Delhi,Healthtech,"Novel platform technologies to manage, diagnose, and treat various GI disorders","Nishith Chasmawala, Amit Sharma","Accel Partners, Jungle Ventures","$480,000",,,,,,
,,,,,,,,,,,,,,,,,,61.0,,,,,Servify,,Mumbai,,It is a technology company which serves as a platform for brands to offer end-to-end solutions to their users,Sreevathsa Prabhakar,Barkawi,"$250,000",,,,,,
,,,,,,,,,,,,,,,,,,62.0,,,,,Tessol,,Mumbai,Logistics,It provides end to end cold chain logistics solutions,Rajat Gupta,1Funds Domestic Scheme,"$160,000",Series A,,,,,
,,,,,,,,,,,,,,,,,,63.0,,,,,Remedo,,Noida,Healthtech,"It helps doctors engage with patients, improve patient experience",Harsh Bansal,RiverRock Ventures,Undisclosed,Pre series A,,,,,
,,,,,,,,,,,,,,,,,,64.0,,,,,News Reach,2018.0,Ahmedabad,Media,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",Darshan Shah,Mumbai Angels Network,Undisclosed,,,,,,
,,,,,,,,,,,,,,,,,,65.0,,,,,RoomSoom,2016.0,Noida,Housing,It provides co-living and student rooms,"Nitin Agrawal, Garima Agrawal",Mumbai Angels Network,Undisclosed,,,,,,
,,,,,,,,,,,,,,,,,,66.0,,,,,Pedagogy,2015.0,,Edtech,It has a single subscription model that allows users to access books and digital courses.,"Archin Shah, Abhilash Sonwane, Ritesh Gandhi",Inflection Point Ventures,"$400,000",,,,,,
,,,,,,,,,,,,,,,,,,67.0,,,,,Classplus,2008.0,Delhi,Edtech,"It provides mobile-first software for coaching institutes, tuition centres and private tutors","Mukul Rustagi, Bhaswat Agarwal",RTP Global,"$8,200,000",Series B,,,,,
,,,,,,,,,,,,,,,,,,68.0,,,,,Medlife,2014.0,Bangalore,Pharmaceutical,It solves inadequacies in the healthcare delivery system through technology,"Tushar Kumar, Prashant Singh",Hero Fincorp,"$15,500,000",,,,,,
,,Kyt,,,,,,,,Holistic education for every child | Individual and small group live classes for ages 5 - 15 years,,,EdTech,Singapore,,,"$2,500,000",0.0,2020.0,"Bhavik Rathod, Tripti Ahuja",Sequoia Capital India’s Surge,,,,,,,,,,,,,,,
,,Raskik,,,,,,,,All new fusion-flavour fruit juices with the goodness of coconut and taste of India's finest fruits.,,,Fusion beverages,,,,"$1,000,000",1.0,2019.0,"Vikas Chawla, Abhay Parnerkar, Satyajit Ram","Venture Catalysts, 9Unicorns",Pre-series A,,,,,,,,,,,,,,
,,GetWork,,,,,,,,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,,,HR Tech,Gurugram,,,"$40,000",2.0,2019.0,Rahul Veerwal,India Accelerator,Pre-seed,,,,,,,,,,,,,,
,,Mobile Premier League (MPL),,,,,,,,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,,,Gaming,Bangalore,,,"$500,000",3.0,2018.0,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",Series B,,,,,,,,,,,,,,
,,Pravasirojgar,,,,,,,,Initiative for blue-collar job workers,,,Job portal,,,,"$33,000,000",4.0,2020.0,Sonu Sood,GoodWorker.,,,,,,,,,,,,,,,
,,Omatra Hotels,,,,,,,,Omatra is very new hotel management firm recently registered as Omatra Hospitality Services Private Limited.,,,Hospitality,Kolkata,,,Undisclosed,5.0,2017.0,"NAVEED AHAMED, SYED SAQQA ABBAS",Capify,Seed,,,,,,,,,,,,,,
,,Awign,,,,,,,,Operations and manpower outsourcing startup,,,Job portal,Bangalore,,,Undisclosed,6.0,2016.0,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",Pre-series B,,,,,,,,,,,,,,
,,NewsReach,,,,,,,,NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.,,,Digital Media,Gujarat,,,"$1,500,000",7.0,2018.0,"Darshan Shah, Soniya Kundnani","Mumbai Angels, JITO Angel Network.",Seed,,,,,,,,,,,,,,
,,Cashfree,,,,,,,,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,,,FinTech,Bangalore,,,"$35,000,000",8.0,2015.0,"Akash Sinha, Reeju Datta","George Osborne, Smilegate Investment",Series B,,,,,,,,,,,,,,
,,Credgenics,,,,,,,,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",,,FinTech,New Delhi,,,"$3,000,000",9.0,2018.0,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",Pre-series A,,,,,,,,,,,,,,
,,GeoIQ,,,,,,,,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.",,,AI startup,Bangalore,,,"$300,000",10.0,2018.0,"Devashish Fuloria, Tusheet Shrivastava, Ankita Thakur","Ankur Mittal, Mitesh Shah",Seed,,,,,,,,,,,,,,
,,Country Delight,,,,,,,,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,,,Dairy startup,Haryana,,,"$25,000,000",11.0,2015.0,"Chakradhar Gade, Nitin Kaushal","IIFL Asset Management, Matrix Partners",Series C,,,,,,,,,,,,,,
,,Quintype,,,,,,,,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",,,Content management,Bangalore,,,"$3,500,000",12.0,2014.0,Chirdeep Shetty,IIFL AMC,Series A,,,,,,,,,,,,,,
,,CARS24,,,,,,,,CARS24 is an India-based platform for selling used cars.,,,Retail,Haryana,,,"$200,000,000",13.0,2015.0,"Mehul Agrawal, Ruchit Agarwal, Vikram Chopra","Global Car Group, Freemark holdings",Series E,,,,,,,,,,,,,,
,,Astrogate Labs,,,,,,,,Astrogate Labs provides high-quality products related to space infrastructure.,,,Spacetech,Bangalore,,,Undisclosed,14.0,2017.0,,"Venture Catalysts, Speciale Invest",,,,,,,,,,,,,,,
,,Power Gummies,,,,,,,,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,,,HealthTech,New Delhi,,,Undisclosed,15.0,2018.0,Divij Bajaj,Venture Catalysts,Bridge,,,,,,,,,,,,,,
,,Cityflo,,,,,,,,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,,,Transportation,Mumbai,,,"$7,000,000",16.0,2015.0,"Advaith Vishwanath, Ankit Agrawal, Jerin Venad, Rushabh Shah, Sankalp Kelshikar, Subhash Sundaravadivelu","Anupam Mittal, India Quotient",Series A,,,,,,,,,,,,,,
,,AlgoBulls,,,,,,,,Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading,,,Trading platform,Mumbai,,,"$200,000",17.0,2019.0,"Pushpak Dagade, Jimmit Patel and Suraj Bathija",Venture Catalysts,,,,,,,,,,,,,,,
,,Credgenics,,,,,,,,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",,,FinTech,Gurugram,,,"$3,000,000",18.0,2018.0,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",Pre-series A,,,,,,,,,,,,,,
,,Inntot,,,,,,,,"Inntot Technologies, is a technology driven company.",,,Tech company,Kerala,,,Undisclosed,19.0,2014.0,Rajith Nair,Unicorn India Ventures,,,,,,,,,,,,,,,
,,Ensuredit,,,,,,,,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,,,FinTech,Gurugram,,,"$300,000",20.0,2019.0,"Amit, Rohit Sadhu, and Vikas Ranga",Venture Catalysts,Pre-series A,,,,,,,,,,,,,,
,,Shipsy,,,,,,,,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,,,AI Company,Gurugram,,,"$6,000,000",21.0,2015.0,"Dhruv Agrawal, Himanshu Gupta, Soham Chokshi","DTDC, Udaan Angel Partners",Series A,,,,,,,,,,,,,,
,,ERPNext,,,,,,,,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",,,Tech company,Mumbai,,,"$1,000,000",22.0,2008.0,Rushabh Mehta,Rainmatter,,,,,,,,,,,,,,,
,,LightSpeedAI,,,,,,,,Developer of an optoelectronic processor designed to accelerate AI computations.,,,Photonics startup,Bangalore,,,Undisclosed,23.0,2019.0,"Rohin Y, PV Ramana","YourNest, growX ventures",,,,,,,,,,,,,,,
,,Grip Invest,,,,,,,,Grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income.,,,FinTech,Gurugram,,,Undisclosed,24.0,2020.0,"Nikhil Aggarwal, Vivek Gulati",Gemba Capital,Pre-series A,,,,,,,,,,,,,,
,,Unacademy,,,,,,,,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,,,EdTech,Bangalore,,,Undisclosed,25.0,2015.0,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Dragoneer Investment Group, Tiger Global Management",,,,,,,,,,,,,,,
,,Yellow Classes,,,,,,,,New-age fun-learning platform for kids.,,,EdTech,Gurugram,,,"$1,300,000",26.0,2020.0,"Arpit Mittal, Anshul Gupta",India Quotient,Pre-series A,,,,,,,,,,,,,,
,,Plum,,,,,,,,High quality health insurance and health benefits,,,HealthTech,Bangalore,,,"$4,100,000",27.0,2019.0,"Abhishek Poddar, Saurabh Arora","Surge, Tanglin Venture Partners",,,,,,,,,,,,,,,
,,STAGE,,,,,,,,STAGE is an Indian language content platform for artist-led entertainment.,,,Entertainment,Indore,,,"$1,000,000",28.0,2019.0,"Shashank Vaishnav, Vinay Singhal, Parveen Singhal",Venture Catalysts,,,,,,,,,,,,,,,
,,Nykaa,,,,,,,,Nykaa is an online marketplace for different beauty and wellness products.,,,Cosmetics,Mumbai,,,Undisclosed,29.0,2012.0,Falguni Nayar,"Alia Bhatt, Katrina Kaif",,,,,,,,,,,,,,,
,,Kaagaz Scanner,,,,,,,,Kaagaz Scanner is the Indian replacement to banned Cam Scanner App.,,,Scanning app,,,,"$575,000",30.0,2020.0,"Snehanshu Gandhi, Gaurav Shrishrimal",Pravega Ventures,,,,,,,,,,,,,,,
,,NIRA,,,,,,,,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",,,FinTech,Bangalore,,,"$1,000,000",31.0,2017.0,"Rohit Sen, Nupur Gupta","Techstars Bangalore Accelerator, Techstars",,,,,,,,,,,,,,,
,,Prolixr,,,,,,,,A premium skincare brand committed towards building innovative skin care wellness.,,,Skincare startup,Gurugram,,,Undisclosed,32.0,2018.0,"Aditya Sharma, Jayesh Hans","Alfa Ventures, Divij Bajaj",Seed,,,,,,,,,,,,,,
,,Byju's,,,,,,,,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,,,EdTech,Bangalore,,,"$200,000,000",33.0,2011.0,"Byju Raveendran, Divya Gokulnath","Owl Ventures, Tiger Global Management",,,,,,,,,,,,,,,
,,DaMENSCH,,,,,,,,DaMENSCH is a designer and seller of men's apparel.,,,E-commerce,Bangalore,,,"$6,000,000",34.0,2018.0,"Anurag Saboo, Gaurav Pushkar","Whiteboard Capital, Matrix Partners India",,,,,,,,,,,,,,,
,,Country Delight,,,,,,,,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,,,Food and Beverages,Haryana,,,"$25,000,000",35.0,2015.0,"Chakradhar Gade, Nitin Kaushal","Orios Venture Partners, Matrix Partners India",Series C,,,,,,,,,,,,,,
,,SignalX,,,,,,,,SignalX offers an artificial intelligence-powered SaaS platform,,,AI startup,Hyderabad,,,"$800,000",36.0,2018.0,"Govind Balachandran, Zakir Wahab, Piyush Arora","9Unicorns, 3Lines VC, Hyderabad Angels",Seed,,,,,,,,,,,,,,
,,Lancify,,,,,,,,Lancify is building the world's strongest young workforce,,,EdTech,Bangalore,,,"$300,000",37.0,2018.0,"Gowtham Sundaresan, Azan Barodawala","Techstars, Techstars Bangalore Accelerator",,,,,,,,,,,,,,,
,,Krimanshi,,,,,,,,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,,,Biotechnology company,Jodhpur,,,"$600,000",38.0,2015.0,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",Seed,,,,,,,,,,,,,,
,,Instoried,,,,,,,,Instoried is an augmented writing platform which improves customer interest and engagement.,,,AI startup,Bangalore,,,"$1,000,000",39.0,2018.0,"Sharmin Ali, Sutanshu Raj","Venture Catalysts, SOSV",Pre-series A,,,,,,,,,,,,,,
,,PlayerzPot,,,,,,,,"Favorite fantasy cricket, football & kabaddi leagues online to win daily cash and prizes",,,Gaming startup,Mumbai,,,"$3,000,000",40.0,2015.0,"Yogesh, Mitesh Gangar",,Series A,,,,,,,,,,,,,,
,,Instamojo,,,,,,,,"Instamojo is an on-demand payments platform that enables entrepreneurs to build, manage, and grow their business online.",,,FinTech,Bangalore,,,Undisclosed,41.0,2012.0,"Aditya Sengupta, Akash Gehani, Harshad Sharma, Sampad Swain","BASE, Gunosy Capital",,,,,,,,,,,,,,,
,,Turtlemint,,,,,,,,Turtlemint has built Indian personalized insurance platform,,,Healthtech,Mumbai,,,"$30,000,000",42.0,2015.0,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah","Nexus Venture Partners, Dream Incubator",,,,,,,,,,,,,,,
,,Arata,,,,,,,,Arata is an e-commerce site for beauty products and cosmetics.,,,E-commerce,New Delhi,,,"$1,000,000",43.0,2017.0,"Dhruv Madhok, Dhruv Bhasin",DSG Consumer Partners,Pre-series A,,,,,,,,,,,,,,
,,MPL,,,,,,,,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,,,Gaming startup,Bangalore,,,"$5,000,000",44.0,2018.0,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",,,,,,,,,,,,,,,
,,True Balance,,,,,,,,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,,,FinTech,Gurugram,,,"$28,000,000",45.0,2014.0,"Cheolwon Lee, Jay Yi, Martin Lee","IBK Capital, SB Partners",,,,,,,,,,,,,,,
,,Thrive,,,,,,,,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.",,,FoodTech,Mumbai,,,Undisclosed,46.0,2020.0,"Dhruv Dewan, Krishi Fagwani","Whiteboard Capital, Ahimsa Capital",Pre-series A,,,,,,,,,,,,,,
,,Kitchens Centre,,,,,,,,Kitchens Centre offers turnkey solutions to cloud kitchens.,,,Proptech,New Delhi,,,Undisclosed,47.0,2019.0,Lakshay Jain,"Jonathan Swanson, Ankush Gera",Pre-series A,,,,,,,,,,,,,,
,,Prescribe,,,,,,,,Provide online services to patients by leveraging WhatsApp.,,,Healthtech,Chennai,,,"$100,000",48.0,2019.0,Nived Narayanan,Titan Capital,,,,,,,,,,,,,,,
,,Nepra,,,,,,,,NEPRA Resource Management provides waste management solutions in India.,,,CleanTech,Ahmedabad,,,"$18,000,000",49.0,2006.0,Sandeep Patel,"Asha Impact, Aavishkaar Venture Capital",Series C,,,,,,,,,,,,,,
